Refund,Marital Status,Taxable Income,Cheat
No,Single,189k,Yes
No,Married,237k,No
Yes,Divorced,81k,No
No,Married,119k,No
No,Single,207k,No
Yes,Divorced,101k,No
No,Single,118k,Yes
No,Married,94k,No
No,Single,202k,No
No,Single,85k,Yes
No,Single,245k,No
No,Married,240k,No
No,Single,203k,No
Yes,Married,131k,Yes
No,Divorced,74k,Yes
No,Married,111k,No
Yes,Married,94k,No
Yes,Divorced,159k,No
No,Married,106k,No
No,Single,61k,Yes
No,Single,204k,No
Yes,Married,187k,No
Yes,Single,149k,No
No,Married,152k,No
No,Married,166k,No
No,Single,91k,Yes
No,Single,115k,No
No,Married,155k,No
Yes,Divorced,105k,No
No,Married,186k,No
No,Married,64k,No
No,Single,227k,No
No,Single,220k,No
No,Single,92k,Yes
No,Single,60k,Yes
Yes,Married,64k,Yes
Yes,Single,74k,No
No,Single,189k,No
Yes,Married,184k,No
No,Single,114k,No
No,Single,242k,No
No,Single,57k,Yes
No,Divorced,137k,No
No,Single,222k,Yes
No,Married,151k,No
No,Divorced,139k,Yes
Yes,Divorced,60k,No
No,Single,161k,No
No,Married,217k,No
No,Single,144k,Yes
Yes,Single,220k,No
No,Single,195k,Yes
Yes,Single,182k,No
Yes,Single,233k,No
Yes,Divorced,222k,No
Yes,Married,82k,No
No,Divorced,133k,No
No,Single,170k,No
Yes,Divorced,246k,No
Yes,Single,214k,No
No,Divorced,179k,No
Yes,Divorced,115k,No
Yes,Single,202k,No
Yes,Divorced,201k,No
No,Single,216k,No
No,Married,115k,No
No,Single,204k,Yes
Yes,Single,192k,No
No,Married,187k,No
No,Married,139k,No
Yes,Single,79k,No
No,Single,227k,No
No,Divorced,174k,No
Yes,Single,113k,Yes
Yes,Single,206k,No
No,Single,132k,Yes
Yes,Married,122k,No
No,Single,193k,No
No,Divorced,159k,No
No,Single,121k,No
No,Married,72k,No
No,Single,166k,No
No,Married,169k,No
No,Married,110k,No
Yes,Single,229k,No
No,Married,231k,No
No,Single,74k,Yes
Yes,Married,208k,No
Yes,Single,131k,No
No,Married,101k,No
Yes,Single,50k,Yes
No,Single,84k,Yes
No,Married,196k,No
No,Single,112k,No
No,Divorced,198k,No
Yes,Single,203k,No
No,Single,81k,Yes
No,Married,71k,No
No,Married,135k,No
No,Single,118k,Yes
Yes,Married,150k,No
Yes,Single,62k,No
Yes,Married,69k,No
Yes,Married,197k,No
No,Married,166k,Yes
No,Divorced,197k,No
No,Divorced,127k,No
No,Married,240k,No
No,Single,231k,No
Yes,Married,228k,No
Yes,Single,244k,No
No,Married,140k,No
No,Divorced,208k,No
No,Married,217k,No
No,Married,64k,Yes
No,Divorced,217k,No
Yes,Divorced,50k,Yes
Yes,Divorced,105k,Yes
Yes,Single,51k,No
No,Single,196k,No
Yes,Single,57k,No
No,Married,71k,Yes
No,Married,121k,No
No,Divorced,165k,No
No,Married,54k,Yes
Yes,Single,233k,No
No,Married,105k,No
No,Single,91k,Yes
No,Single,219k,No
No,Married,101k,No
No,Married,117k,Yes
No,Married,186k,No
No,Married,68k,No
No,Single,174k,No
No,Divorced,217k,No
Yes,Single,67k,No
No,Single,54k,Yes
Yes,Single,199k,No
No,Single,213k,Yes
No,Single,100k,Yes
No,Divorced,212k,No
No,Married,235k,No
No,Single,105k,No
Yes,Divorced,244k,No
No,Married,158k,No
No,Single,75k,Yes
No,Divorced,139k,Yes
No,Single,193k,No
No,Single,73k,Yes
Yes,Married,58k,Yes
No,Divorced,154k,No
Yes,Married,187k,No
Yes,Single,209k,No
No,Single,131k,Yes
No,Married,192k,Yes
Yes,Single,211k,No
No,Divorced,96k,Yes
No,Single,132k,No
No,Single,94k,Yes
Yes,Married,101k,No
Yes,Married,136k,Yes
Yes,Single,222k,No
No,Single,113k,No
No,Married,187k,Yes
No,Single,111k,No
No,Married,233k,No
No,Married,133k,No
No,Single,164k,No
No,Married,228k,No
No,Married,71k,No
No,Married,169k,No
Yes,Divorced,161k,No
No,Married,123k,No
No,Married,128k,No
No,Divorced,241k,No
No,Single,138k,No
No,Divorced,76k,Yes
Yes,Divorced,50k,No
No,Single,111k,No
Yes,Married,128k,No
No,Single,124k,No
No,Single,242k,Yes
No,Married,202k,Yes
No,Married,93k,No
No,Divorced,154k,Yes
No,Single,64k,Yes
Yes,Divorced,232k,No
No,Single,63k,Yes
Yes,Married,154k,No
No,Divorced,94k,Yes
No,Divorced,104k,Yes
No,Single,213k,No
No,Single,87k,Yes
No,Divorced,67k,Yes
No,Married,91k,No
No,Single,108k,Yes
No,Single,131k,No
No,Married,76k,No
No,Married,141k,No
No,Divorced,207k,No
No,Single,106k,No
No,Single,86k,Yes
Yes,Divorced,134k,No
No,Single,197k,No
No,Single,161k,No
Yes,Married,103k,No
No,Married,196k,No
Yes,Single,205k,No
No,Divorced,209k,No
No,Divorced,95k,Yes
No,Married,213k,No
Yes,Married,175k,No
No,Married,142k,No
No,Single,69k,Yes
No,Married,206k,No
Yes,Single,167k,Yes
Yes,Married,131k,No
No,Married,247k,No
No,Single,142k,Yes
No,Married,201k,No
No,Married,129k,No
No,Married,248k,No
Yes,Married,97k,No
Yes,Married,159k,No
No,Divorced,67k,Yes
Yes,Married,101k,No
Yes,Married,196k,No
Yes,Single,168k,Yes
No,Divorced,61k,Yes
Yes,Married,216k,No
No,Divorced,101k,Yes
Yes,Divorced,160k,No
No,Married,189k,No
No,Single,228k,No
No,Divorced,173k,No
Yes,Single,173k,No
Yes,Married,70k,No
No,Single,145k,No
No,Single,126k,No
No,Single,159k,No
Yes,Single,73k,No
No,Married,157k,No
No,Married,181k,Yes
Yes,Married,173k,No
No,Single,69k,Yes
Yes,Single,157k,Yes
No,Single,122k,Yes
Yes,Married,174k,No
No,Divorced,70k,Yes
No,Married,52k,Yes
No,Married,134k,No
Yes,Single,178k,No
Yes,Single,247k,No
No,Married,154k,No
No,Divorced,188k,No
No,Single,174k,No
No,Married,214k,No
No,Married,148k,No
No,Married,128k,No
No,Married,135k,No
No,Single,111k,No
No,Single,129k,No
Yes,Married,127k,No
No,Single,56k,Yes
Yes,Divorced,125k,No
No,Married,228k,No
No,Single,138k,No
No,Divorced,208k,No
Yes,Single,54k,No
No,Single,76k,Yes
No,Married,148k,No
Yes,Divorced,205k,No
No,Single,101k,No
No,Divorced,234k,No
No,Married,109k,No
No,Single,199k,No
No,Married,62k,No
No,Married,82k,No
No,Married,113k,No
Yes,Single,167k,No
No,Divorced,200k,No
Yes,Married,110k,No
No,Married,210k,No
No,Married,67k,No
No,Married,141k,No
Yes,Single,211k,No
No,Single,108k,Yes
No,Single,123k,No
No,Single,126k,No
Yes,Married,226k,No
No,Divorced,111k,Yes
No,Divorced,70k,Yes
No,Single,247k,No
No,Married,236k,No
Yes,Divorced,93k,No
Yes,Single,238k,No
No,Married,93k,Yes
No,Divorced,188k,Yes
No,Divorced,51k,Yes
No,Single,223k,No
Yes,Single,186k,No
No,Married,182k,No
Yes,Single,130k,No
No,Married,85k,Yes
Yes,Single,239k,No
No,Married,81k,Yes
No,Married,87k,No
Yes,Married,96k,No
Yes,Married,78k,No
Yes,Divorced,75k,No
No,Married,95k,No
No,Single,87k,Yes
No,Single,60k,Yes
No,Married,222k,No
No,Divorced,119k,Yes
No,Single,135k,No
No,Single,83k,Yes
No,Married,246k,No
Yes,Married,97k,Yes
Yes,Single,93k,No
No,Single,180k,No
No,Divorced,83k,Yes
No,Single,244k,No
No,Married,102k,No
Yes,Single,243k,No
No,Divorced,110k,Yes
Yes,Single,53k,No
No,Divorced,233k,Yes
Yes,Single,85k,No
No,Single,98k,Yes
No,Married,174k,No
Yes,Single,202k,No
No,Single,81k,Yes
No,Divorced,108k,Yes
No,Single,132k,No
No,Single,150k,No
No,Married,102k,No
No,Single,219k,Yes
No,Married,79k,No
No,Divorced,59k,Yes
No,Single,201k,No
No,Married,144k,No
No,Single,147k,No
No,Single,54k,Yes
Yes,Single,194k,No
No,Divorced,142k,No
No,Single,187k,No
No,Single,67k,Yes
No,Married,153k,No
Yes,Divorced,168k,No
No,Married,99k,No
Yes,Divorced,239k,No
Yes,Divorced,199k,No
Yes,Single,75k,No
No,Divorced,159k,No
No,Divorced,124k,No
No,Single,98k,Yes
Yes,Single,142k,No
Yes,Single,207k,No
No,Divorced,78k,Yes
No,Single,193k,No
No,Divorced,227k,No
Yes,Married,119k,No
No,Married,136k,No
No,Married,116k,No
No,Single,181k,No
No,Married,52k,No
No,Married,161k,No
No,Married,87k,No
Yes,Single,219k,No
No,Divorced,98k,Yes
Yes,Married,106k,No
No,Divorced,209k,No
No,Single,246k,No
No,Single,55k,Yes
Yes,Single,114k,No
No,Single,93k,Yes
No,Divorced,54k,Yes
Yes,Divorced,58k,Yes
Yes,Married,176k,No
No,Single,64k,Yes
Yes,Divorced,96k,No
Yes,Married,88k,No
No,Divorced,147k,No
No,Divorced,92k,Yes
Yes,Married,121k,No
Yes,Married,169k,No
Yes,Single,137k,No
Yes,Single,167k,No
No,Married,91k,Yes
No,Single,171k,No
Yes,Married,62k,No
No,Married,246k,Yes
No,Divorced,204k,No
Yes,Single,189k,No
No,Single,198k,No
No,Divorced,72k,Yes
Yes,Married,212k,No
No,Married,132k,No
No,Married,247k,No
Yes,Single,180k,No
No,Married,134k,No
Yes,Married,242k,No
No,Married,128k,No
No,Single,146k,No
No,Married,146k,No
Yes,Married,142k,No
No,Single,96k,Yes
No,Married,128k,No
No,Married,173k,No
No,Married,131k,No
Yes,Divorced,191k,No
No,Single,117k,No
Yes,Single,65k,No
Yes,Single,103k,No
No,Married,215k,No
Yes,Single,139k,No
No,Single,107k,No
No,Married,175k,No
No,Married,133k,No
No,Single,95k,Yes
No,Married,50k,No
No,Married,237k,No
No,Single,83k,Yes
Yes,Married,98k,No
No,Single,116k,No
No,Single,59k,Yes
No,Married,223k,Yes
No,Single,204k,No
Yes,Divorced,116k,No
Yes,Divorced,231k,No
No,Single,243k,No
No,Married,104k,No
No,Single,86k,Yes
Yes,Single,83k,No
Yes,Married,60k,Yes
Yes,Married,232k,No
No,Married,94k,No
No,Divorced,100k,Yes
No,Divorced,193k,No
No,Single,190k,No
No,Single,146k,No
Yes,Single,130k,No
No,Divorced,179k,No
No,Divorced,82k,Yes
No,Married,192k,No
No,Divorced,243k,No
No,Married,234k,No
No,Divorced,224k,No
Yes,Single,165k,No
No,Married,61k,No
No,Divorced,99k,Yes
No,Single,66k,Yes
No,Single,82k,Yes
No,Single,205k,Yes
No,Divorced,63k,Yes
No,Single,81k,Yes
Yes,Married,154k,No
Yes,Married,227k,No
No,Single,175k,No
No,Married,153k,No
No,Single,216k,No
No,Married,154k,No
No,Divorced,119k,Yes
Yes,Single,68k,No
No,Married,116k,No
No,Single,154k,Yes
Yes,Divorced,194k,No
No,Married,221k,No
No,Married,231k,No
No,Single,74k,Yes
No,Married,245k,No
No,Married,232k,No
No,Single,127k,No
No,Married,72k,No
No,Married,215k,No
No,Divorced,92k,Yes
No,Single,149k,No
No,Divorced,160k,Yes
No,Divorced,239k,No
No,Single,86k,Yes
No,Divorced,94k,Yes
Yes,Single,208k,No
No,Single,63k,Yes
No,Divorced,104k,Yes
No,Married,123k,No
No,Married,122k,No
No,Married,155k,Yes
No,Single,245k,No
No,Single,217k,Yes
No,Divorced,113k,Yes
No,Single,152k,No
Yes,Married,131k,No
No,Single,186k,No
Yes,Single,114k,No
No,Married,57k,No
Yes,Married,168k,Yes
No,Married,195k,No
Yes,Single,62k,No
Yes,Single,107k,No
Yes,Divorced,198k,No
No,Single,63k,Yes
No,Married,146k,Yes
Yes,Married,209k,No
Yes,Divorced,72k,No
Yes,Married,244k,No
No,Single,137k,No
No,Single,57k,Yes
Yes,Single,215k,No
No,Married,164k,No
No,Married,154k,No
Yes,Single,126k,No
No,Married,124k,No
No,Single,81k,Yes
Yes,Divorced,124k,No
Yes,Married,118k,No
No,Married,86k,Yes
No,Single,59k,Yes
No,Single,65k,Yes
No,Single,90k,Yes
Yes,Single,117k,Yes
No,Married,109k,Yes
No,Single,143k,No
No,Single,219k,No
Yes,Divorced,198k,No
Yes,Married,96k,No
No,Single,205k,No
Yes,Divorced,183k,No
No,Divorced,129k,No
No,Single,202k,No
Yes,Single,245k,No
Yes,Married,138k,No
No,Married,207k,No
No,Single,131k,No
Yes,Married,57k,No
No,Single,170k,No
No,Single,192k,No
Yes,Divorced,125k,No
Yes,Single,117k,No
No,Single,189k,Yes
No,Single,205k,No
No,Single,86k,Yes
No,Divorced,208k,No
No,Divorced,178k,No
Yes,Married,87k,No
No,Single,61k,Yes
No,Single,206k,Yes
No,Divorced,92k,Yes
No,Single,114k,Yes
Yes,Married,170k,No
No,Single,145k,No
No,Single,167k,No
No,Married,135k,No
No,Married,230k,No
No,Married,126k,No
No,Single,127k,No
No,Married,179k,No
No,Single,68k,Yes
No,Single,170k,No
Yes,Divorced,149k,No
Yes,Divorced,205k,No
No,Single,200k,Yes
Yes,Divorced,100k,No
Yes,Single,232k,No
Yes,Single,192k,No
No,Single,249k,No
No,Single,60k,Yes
Yes,Single,79k,No
No,Married,125k,No
No,Married,102k,Yes
Yes,Married,152k,No
Yes,Single,207k,No
Yes,Single,172k,No
Yes,Divorced,224k,No
Yes,Single,83k,Yes
No,Married,185k,No
Yes,Married,152k,No
No,Single,112k,Yes
No,Single,203k,No
No,Single,95k,Yes
Yes,Divorced,221k,No
No,Married,122k,No
Yes,Single,158k,No
Yes,Single,68k,No
No,Single,95k,Yes
Yes,Married,159k,No
No,Married,160k,No
No,Divorced,78k,Yes
No,Single,153k,No
No,Married,95k,No
Yes,Single,114k,No
No,Married,80k,No
No,Single,81k,Yes
No,Single,176k,No
No,Divorced,90k,Yes
No,Divorced,172k,No
No,Single,219k,No
Yes,Married,243k,No
Yes,Married,238k,No
No,Single,81k,Yes
No,Single,206k,No
No,Married,52k,No
No,Married,217k,No
Yes,Married,145k,No
No,Single,190k,Yes
No,Married,186k,No
No,Single,219k,No
No,Divorced,160k,No
Yes,Single,175k,No
No,Single,100k,No
No,Married,111k,No
No,Divorced,172k,No
No,Single,126k,No
Yes,Married,96k,No
No,Single,166k,Yes
No,Single,220k,No
No,Married,224k,No
Yes,Married,164k,No
No,Single,132k,No
No,Divorced,225k,No
Yes,Single,129k,No
No,Married,137k,No
No,Divorced,207k,No
Yes,Married,179k,No
No,Single,147k,Yes
Yes,Divorced,117k,No
No,Single,206k,No
No,Single,147k,No
No,Divorced,122k,No
No,Single,217k,No
No,Married,93k,No
No,Divorced,248k,No
Yes,Married,243k,No
No,Married,76k,Yes
No,Divorced,152k,No
Yes,Single,181k,No
No,Married,111k,No
No,Single,161k,Yes
No,Single,117k,No
No,Divorced,92k,Yes
No,Single,128k,No
Yes,Married,247k,No
No,Single,194k,No
Yes,Married,186k,No
No,Married,80k,No
No,Single,187k,Yes
No,Married,161k,No
Yes,Married,225k,No
No,Single,63k,Yes
No,Divorced,237k,No
No,Single,84k,Yes
No,Single,140k,No
Yes,Married,222k,No
No,Single,79k,Yes
No,Married,183k,No
No,Married,140k,No
No,Single,93k,Yes
No,Single,172k,No
No,Married,107k,No
No,Divorced,214k,Yes
Yes,Married,92k,No
No,Single,63k,Yes
Yes,Married,50k,No
No,Single,235k,No
Yes,Married,171k,No
No,Single,197k,No
No,Single,241k,No
No,Single,114k,No
No,Single,140k,No
No,Single,123k,No
No,Married,135k,No
No,Single,69k,Yes
No,Single,237k,No
No,Single,50k,Yes
No,Single,121k,No
No,Married,87k,No
No,Married,82k,No
No,Married,133k,No
No,Married,192k,No
Yes,Divorced,204k,No
Yes,Single,144k,No
No,Married,163k,No
Yes,Married,200k,No
Yes,Single,183k,No
No,Married,172k,No
No,Single,200k,No
Yes,Married,112k,No
No,Married,123k,No
No,Married,179k,No
Yes,Single,247k,No
No,Married,142k,Yes
Yes,Single,62k,No
Yes,Single,196k,No
No,Single,249k,No
No,Single,140k,No
Yes,Divorced,160k,No
Yes,Single,214k,No
No,Divorced,113k,Yes
Yes,Single,199k,No
No,Single,83k,Yes
No,Single,58k,Yes
Yes,Single,212k,No
No,Divorced,99k,Yes
No,Single,142k,No
No,Single,118k,No
No,Single,83k,Yes
Yes,Divorced,221k,No
Yes,Single,140k,No
No,Single,218k,No
No,Single,242k,No
No,Married,227k,No
No,Single,212k,No
No,Married,61k,No
No,Single,202k,No
No,Married,154k,No
Yes,Divorced,203k,No
No,Single,153k,No
Yes,Single,96k,No
No,Single,153k,No
No,Married,157k,Yes
No,Married,113k,No
Yes,Married,90k,No
Yes,Single,202k,No
Yes,Single,54k,No
No,Married,208k,No
No,Single,136k,No
Yes,Single,164k,No
Yes,Married,81k,No
Yes,Single,116k,No
No,Married,172k,No
No,Single,226k,No
No,Married,226k,Yes
No,Married,139k,No
No,Single,53k,Yes
Yes,Single,228k,No
No,Divorced,140k,No
Yes,Married,190k,No
No,Divorced,153k,No
Yes,Married,112k,No
No,Single,248k,No
No,Married,188k,Yes
No,Single,77k,Yes
No,Single,137k,No
No,Married,169k,No
No,Divorced,150k,No
No,Married,107k,No
Yes,Divorced,60k,No
No,Divorced,219k,Yes
No,Single,96k,Yes
No,Married,91k,Yes
No,Married,162k,No
No,Single,218k,No
No,Single,153k,No
No,Married,82k,No
Yes,Divorced,187k,No
No,Single,59k,Yes
Yes,Married,190k,No
No,Single,241k,No
No,Single,115k,Yes
Yes,Married,241k,No
No,Divorced,89k,Yes
No,Single,197k,No
No,Married,100k,No
No,Single,136k,Yes
Yes,Married,105k,No
No,Divorced,103k,Yes
Yes,Married,173k,No
No,Divorced,193k,No
Yes,Married,95k,No
Yes,Married,98k,No
No,Single,192k,No
No,Married,154k,No
No,Single,126k,No
No,Single,101k,No
Yes,Married,57k,Yes
No,Married,226k,No
No,Divorced,190k,No
No,Divorced,171k,No
No,Single,150k,Yes
No,Married,209k,No
Yes,Divorced,74k,No
Yes,Married,63k,No
No,Single,152k,No
No,Single,89k,Yes
Yes,Single,183k,No
No,Single,233k,No
No,Divorced,71k,Yes
Yes,Married,169k,No
No,Single,161k,No
No,Married,110k,No
Yes,Divorced,245k,No
No,Single,66k,Yes
Yes,Single,106k,Yes
Yes,Single,215k,No
No,Married,94k,No
No,Single,134k,No
No,Single,221k,Yes
Yes,Divorced,54k,Yes
No,Married,109k,No
Yes,Single,169k,No
No,Single,84k,Yes
No,Divorced,91k,Yes
No,Single,197k,No
No,Single,94k,Yes
No,Divorced,62k,Yes
No,Married,75k,No
No,Single,248k,No
No,Divorced,108k,Yes
Yes,Divorced,221k,No
No,Single,247k,No
Yes,Single,69k,No
No,Single,183k,No
No,Divorced,212k,Yes
No,Divorced,142k,No
No,Married,242k,No
No,Married,111k,No
No,Married,124k,Yes
Yes,Single,107k,No
No,Married,165k,No
No,Single,221k,No
Yes,Married,143k,No
No,Single,98k,Yes
No,Divorced,77k,Yes
No,Married,67k,No
Yes,Married,211k,No
No,Married,181k,No
Yes,Single,232k,No
No,Single,91k,Yes
No,Married,123k,No
Yes,Married,55k,No
Yes,Married,137k,No
No,Divorced,204k,No
No,Divorced,159k,No
No,Married,123k,No
No,Married,186k,Yes
No,Married,131k,No
No,Divorced,81k,Yes
No,Single,71k,Yes
Yes,Married,220k,No
No,Single,69k,Yes
No,Single,121k,No
Yes,Divorced,110k,No
Yes,Married,208k,No
No,Single,79k,Yes
Yes,Divorced,180k,No
No,Single,102k,No
Yes,Divorced,128k,No
No,Divorced,55k,Yes
No,Divorced,208k,No
Yes,Married,136k,No
No,Single,109k,No
No,Divorced,244k,No
No,Divorced,129k,No
No,Divorced,57k,Yes
No,Married,230k,No
No,Single,79k,Yes
No,Single,236k,No
Yes,Single,86k,No
No,Single,70k,Yes
Yes,Single,121k,No
No,Married,192k,No
Yes,Married,135k,Yes
No,Single,64k,Yes
No,Single,104k,No
Yes,Single,147k,No
Yes,Single,173k,No
Yes,Married,192k,No
Yes,Married,63k,No
No,Married,180k,No
Yes,Married,83k,Yes
No,Divorced,80k,Yes
No,Single,218k,No
Yes,Single,133k,No
No,Married,72k,No
Yes,Married,78k,No
Yes,Married,198k,No
Yes,Married,88k,No
No,Single,233k,No
No,Divorced,99k,Yes
Yes,Single,196k,No
No,Married,149k,Yes
No,Divorced,124k,No
No,Single,67k,Yes
No,Married,248k,No
Yes,Married,185k,No
No,Divorced,145k,No
No,Single,74k,Yes
No,Married,142k,No
No,Single,66k,Yes
Yes,Single,204k,No
No,Single,106k,No
Yes,Single,90k,No
No,Married,240k,No
No,Married,94k,No
No,Single,162k,No
No,Single,138k,Yes
No,Divorced,64k,Yes
Yes,Single,100k,No
No,Single,191k,Yes
No,Married,164k,No
No,Married,182k,No
Yes,Single,164k,No
No,Married,106k,No
No,Single,157k,No
No,Single,93k,Yes
No,Married,134k,No
No,Divorced,202k,No
No,Single,221k,Yes
No,Divorced,179k,Yes
No,Divorced,231k,No
Yes,Married,125k,No
No,Married,72k,No
No,Single,248k,No
No,Divorced,214k,Yes
No,Single,178k,No
No,Married,125k,Yes
No,Married,194k,No
No,Divorced,178k,No
No,Married,227k,No
Yes,Married,139k,No
No,Single,130k,No
No,Divorced,90k,Yes
No,Single,207k,No
Yes,Single,105k,No
No,Married,113k,No
Yes,Single,240k,No
Yes,Single,104k,No
No,Divorced,215k,No
No,Married,164k,No
Yes,Divorced,73k,No
Yes,Married,205k,No
No,Married,193k,No
No,Single,200k,No
Yes,Single,242k,No
Yes,Divorced,123k,No
Yes,Single,142k,No
No,Married,129k,No
No,Single,116k,No
No,Single,162k,No
Yes,Married,112k,No
Yes,Single,247k,No
No,Married,96k,No
No,Single,158k,Yes
Yes,Divorced,184k,No
No,Married,129k,Yes
No,Married,76k,No
No,Married,236k,Yes
No,Divorced,109k,Yes
Yes,Single,197k,No
No,Married,160k,No
Yes,Married,153k,No
No,Single,210k,Yes
No,Single,98k,Yes
No,Married,242k,Yes
No,Divorced,153k,No
Yes,Divorced,240k,No
Yes,Single,52k,No
Yes,Divorced,64k,No
Yes,Married,65k,No
Yes,Married,121k,Yes
No,Divorced,216k,No
No,Single,210k,No
No,Single,90k,Yes
No,Divorced,200k,Yes
No,Single,137k,No
Yes,Divorced,165k,Yes
No,Divorced,184k,No
Yes,Divorced,159k,No
No,Married,118k,No
No,Single,207k,No
No,Married,73k,Yes
No,Single,74k,Yes
Yes,Married,114k,No
No,Single,226k,No
No,Single,193k,No
No,Married,86k,No
No,Married,248k,No
Yes,Single,166k,No
No,Single,112k,No
No,Married,244k,No
No,Single,61k,Yes
Yes,Divorced,140k,No
No,Married,156k,No
No,Single,195k,No
No,Married,246k,No
Yes,Single,184k,No
No,Married,51k,No
No,Divorced,78k,Yes
Yes,Single,185k,No
No,Divorced,113k,Yes
Yes,Married,143k,No
No,Married,105k,Yes
No,Single,143k,No
No,Married,149k,No
No,Single,106k,Yes
Yes,Single,59k,No
No,Married,180k,No
No,Divorced,79k,Yes
No,Single,73k,Yes
No,Single,221k,No
No,Single,214k,Yes
Yes,Single,117k,No
No,Married,193k,No
No,Married,193k,No
No,Divorced,207k,No
No,Single,66k,Yes
No,Married,195k,No
Yes,Divorced,202k,No
Yes,Married,243k,No
No,Married,186k,No
No,Single,236k,No
Yes,Single,50k,No
No,Married,208k,No
No,Married,204k,No
No,Married,100k,No
No,Divorced,127k,No
No,Single,70k,Yes
No,Divorced,200k,No
Yes,Single,79k,No
No,Single,139k,No
Yes,Single,222k,No
No,Single,246k,No
No,Married,221k,No
Yes,Married,215k,No
No,Married,236k,No
Yes,Single,234k,No
No,Married,211k,No
Yes,Divorced,142k,No
Yes,Married,150k,No
No,Single,60k,Yes
No,Married,198k,No
Yes,Married,120k,No
No,Single,147k,No
No,Single,166k,No
No,Married,199k,Yes
No,Married,112k,No
No,Married,70k,No
No,Married,225k,Yes
Yes,Single,188k,No
Yes,Divorced,109k,No
Yes,Married,90k,No
No,Single,116k,No
No,Divorced,223k,No
No,Married,109k,Yes
Yes,Single,61k,Yes
No,Single,246k,No
Yes,Divorced,233k,No
No,Married,249k,No
No,Single,133k,No
No,Divorced,189k,No
No,Single,240k,No
No,Single,113k,No
Yes,Single,53k,No
No,Single,136k,No
No,Single,117k,No
No,Divorced,93k,Yes
Yes,Single,134k,No
No,Single,92k,Yes
No,Divorced,127k,No
Yes,Married,172k,No
Yes,Single,135k,No
Yes,Married,63k,No
No,Married,71k,No
No,Divorced,139k,No
No,Single,197k,No
Yes,Married,182k,No
No,Married,168k,No
No,Married,231k,No
No,Divorced,151k,Yes
No,Married,102k,No
Yes,Divorced,88k,No
No,Single,181k,No
No,Married,63k,No
Yes,Divorced,204k,No
No,Married,52k,No
Yes,Divorced,86k,No
No,Married,75k,Yes
No,Divorced,193k,No
Yes,Married,237k,No
No,Married,141k,No
No,Single,56k,Yes
No,Married,71k,No
No,Single,223k,Yes
No,Married,116k,No
Yes,Single,235k,No
No,Single,177k,No
No,Divorced,98k,Yes
Yes,Single,122k,No
No,Married,111k,No
Yes,Single,80k,No
Yes,Single,204k,No
No,Single,167k,No
No,Divorced,211k,No
No,Single,188k,No
No,Single,175k,No
No,Married,122k,No
No,Single,141k,No
Yes,Married,161k,Yes
No,Single,192k,Yes
No,Married,246k,No
No,Married,72k,No
No,Married,196k,No
No,Married,233k,Yes
Yes,Married,170k,No
No,Single,249k,No
No,Married,244k,Yes
No,Married,152k,No
Yes,Married,153k,No
No,Divorced,115k,Yes
No,Married,119k,No
No,Married,58k,No
Yes,Married,166k,No
Yes,Married,161k,No
Yes,Married,239k,No
Yes,Married,172k,No
No,Single,102k,No
No,Divorced,104k,Yes
No,Single,72k,Yes
No,Married,168k,No
No,Divorced,157k,No
Yes,Married,106k,No
Yes,Single,185k,No
No,Married,223k,No
Yes,Married,183k,No
No,Married,128k,No
Yes,Married,231k,No
No,Single,122k,No
No,Divorced,114k,Yes
Yes,Single,197k,No
No,Divorced,133k,Yes
Yes,Divorced,84k,No
No,Single,222k,Yes
No,Married,219k,No
No,Married,89k,No
No,Divorced,163k,No
Yes,Married,229k,No
No,Divorced,115k,Yes
No,Divorced,78k,Yes
No,Single,209k,No
No,Married,168k,No
No,Single,169k,Yes
Yes,Married,139k,No
No,Married,136k,Yes
Yes,Divorced,244k,No
